"","names","contbr_city","contbr_st","n","location","lat","lon"
"346","Webb","WAYNESBORO","VA",1," WAYNESBORO",38.06847,-78.88947
"347","Webb","WEST CHESTER","PA",1," WEST CHESTER",39.96066,-75.60549
"348","Webb","WEST HARTFORD","CT",1," WEST HARTFORD",41.76204,-72.74204
"349","Webb","WEST PALM BEACH","FL",1," WEST PALM BEACH",26.71534,-80.05337
"350","Webb","WEST POINT","VA",1," WEST POINT",33.60762,-88.65033
"351","Webb","WESTLAKE","OH",1," WESTLAKE",41.45532,-81.91792
"352","Webb","WESTPORT","CT",1," WESTPORT",41.14149,-73.3579
"353","Webb","WESTWOOD","MA",1," WESTWOOD",42.21399,-71.2245
"354","Webb","WHITE PLAINS","NY",5," WHITE PLAINS",41.03399,-73.76291
"355","Webb","WILLIAMSBURG","VA",2," WILLIAMSBURG",40.71427,-73.95347
"356","Webb","WILMETTE","IL",1," WILMETTE",42.07225,-87.72284
"357","Webb","WILMINGTON","DE",2," WILMINGTON",34.22573,-77.94471
"358","Webb","WINCHESTER","VA",1," WINCHESTER",51.06513,-1.3187
"359","Webb","WINSTON SALEM","NC",4," WINSTON SALEM",36.09986,-80.24422
"360","Webb","WOODBRIDGE","VA",1," WOODBRIDGE",40.5576,-74.28459
"361","Webb","WOODLAND","PA",1," WOODLAND",38.67852,-121.7733
"362","Webb","WOODSIDE","CA",2," WOODSIDE",37.42994,-122.25386
"363","Webb","WOOLWICH","ME",2," WOOLWICH",43.91869,-69.80116
"364","Webb","WOOSTER","OH",3," WOOSTER",40.80506,-81.93514
"365","Webb","YARMOUTH","ME",1," YARMOUTH",52.60831,1.73052
"366","Webb","YOE","PA",1," YOE",39.90899,-76.63691
